ID,TrophicSpecies,FunctionalGroup,TotalDegree,NumPrey,NumPred,Between,Close,TL,Omn,meanTrophicSimil,TopRole,Habitat
19,Patagonotothen_ramsayi,Fish_BenPel,67,50,17,3157.5579955000862,0.0011904761904761906,3.472,0.488,0.035798088086466576,hubcon,Benthopelagic
20,Doryteuthis_gahi,Cephalopoda,42,5,37,2234.660752659212,9.765625e-4,3.448,0.885,0.033641861990800694,modhub,Pelagic
21,Coelorinchus_fasciatus,Fish_Demersal,16,8,8,159.08335399254858,9.84251968503937e-4,3.486,0.448,0.037262659677097784,modspe,Demersal
22,Eggs_Fish,Zooplankton,9,0,9,0,9.46073793755913e-4,1,0,0.036596279449771826,modspe,Pelagic
23,Micromesistius_australis,Fish_Pel,39,15,24,1050.498836371227,0.0010482180293501049,3.631,1.213,0.03686287279522716,modhub,Pelagic
24,Notophycis_marginata,Fish_BenPel,6,0,6,0,8.064516129032258e-4,1,0,0.027640414745495605,modspe,Benthopelagic
25,Campylonotus_vagans,Decapoda,5,1,4,1.3028519750916279,0.0010582010582010583,2,0,0.08279906409343707,modspe,NA
26,Themisto_gaudichaudii,Amphipoda,44,9,35,344.1843951547476,0.001182033096926714,3.072,0.603,0.052515162994781275,modspe,NA
27,Dissostichus_eleginoides,Fish_BenPel,54,30,24,2944.8698329377926,0.0011111111111111111,3.922,0.927,0.040576498359415084,modhub,Benthopelagic
28,Iluocoetes_fimbriatus,Fish_Demersal,9,1,8,3.654761904761904,9.182736455463728e-4,4.256,0,0.03882614275279465,modspe,Demersal
29,Sprattus_fuegensis,Fish_Pel,42,17,25,412.07976168004853,0.0011376564277588168,3.454,0.688,0.04696220664812768,modspe,Pelagic
30,Euphausia_spp,Zooplankton,56,10,46,491.67704342469744,0.0012239902080783353,2.48,0.363,0.051356961458371535,modhub,Pelagic
31,Macrourus_holotrachys,Fish_BenPel,16,10,6,67.9997266185951,9.98003992015968e-4,3.8,0.531,0.0364749336685321,modspe,Benthopelagic
32,Macrourus_whitsoni,Fish_BenPel,6,2,4,0.41634215810686404,8.771929824561404e-4,3.964,0.235,0.030981491640526684,modspe,Benthopelagic
33,Lepidonotothen_squamifrons,Fish_BenPel,16,9,7,124.87062797531831,0.001002004008016032,3.281,0.618,0.03086940527453709,modspe,Benthopelagic
34,Austrodoris_sp,Gastropoda,5,1,4,27.0959043704205,9.718172983479105e-4,3.091,0,0.028075086871978263,modspe,Benthic
35,Pseudosagitta_gazellae,Zooplankton,29,13,16,699.5146089805384,0.0011534025374855825,2.836,0.671,0.05564442116134947,modcon,Pelagic
36,Tinerfe_cyanea,Zooplankton,22,7,15,169.96290914324464,0.0011037527593818985,3.256,0.67,0.04641903021597612,modspe,Pelagic
37,Mancopsetta_maculata,Fish_Demersal,5,3,2,6.662012987012988,9.199632014719411e-4,2.931,0.438,0.016805923193806086,modspe,Demersal
38,Diatoms_benthic,Diatoms,72,0,72,0,0.001176470588235294,1,0,0.027033135495301893,hubcon,NA
39,Cladodactyla_crocea,Echinodermata,3,3,0,0,8.410428931875525e-4,2,0,0.07555809226810317,modspe,Benthic
40,Diatoms_pennate,Diatoms,71,0,71,0,0.0011587485515643105,1,0,0.02777433480222161,hubcon,NA
41,Pentactella_leonina,Echinodermata,4,4,0,0,0.0010152284263959391,2,0,0.13590244836155996,modspe,Benthic
42,Pentactella_perrieri,Echinodermata,4,4,0,0,0.0010152284263959391,2,0,0.13590244836155996,modspe,Benthic
43,Ampharete_kerguelensis,Polychaeta,8,6,2,4.501503329407058,0.0011389521640091116,2.167,0.139,0.1236030512522943,modcon,Benthic
44,Anobothrus_sp,Polychaeta,3,1,2,0.26404861054822826,0.0010649627263045794,2,0,0.12101584577745624,modcon,Benthic
45,Eucranta_sp,Polychaeta,4,1,3,0.2553145836310124,0.0010660980810234541,2,0,0.0957786434178504,modspe,Benthic
46,Harmothoe_sp,Polychaeta,15,8,7,135.3597185761136,0.0011560693641618498,2.723,0.822,0.07651605741040352,modcon,Benthic
47,Hermadion_magalhaensi,Polychaeta,2,0,2,0,8.55431993156544e-4,1,0,0.02781153455176898,modspe,Benthic
48,Polyeunoa_laevis,Polychaeta,6,2,4,50.75531458363101,0.0010845986984815619,2.5,0.25,0.07320724021654457,modcon,Benthic
49,Rhincalanus_gigas,Zooplankton,29,15,14,142.98186243115262,0.001128668171557562,2.687,0.375,0.0485326956608861,modhub,Pelagic
50,Poecilosclerida,Porifera,17,12,5,37.610485577743646,0.0010976948408342481,2.083,0.076,0.07624153366911934,modspe,Benthic
51,Aristias_antarcticus,Amphipoda,1,1,0,0,7.763975155279503e-4,3.083,0,0.006416767636007644,modspe,NA
52,Azadinium_sp,Dinoflagellates,21,0,21,0,9.596928982725527e-4,1,0,0.02924935377222515,modspe,NA
53,Dinoflagellates_heterosol,Dinoflagellates,39,0,39,0,0.0010695187165775401,1,0,0.03222826139380359,modcon,NA
54,Gymnodinium_sp,Dinoflagellates,27,5,22,182.35835106321844,0.00102880658436214,2,0,0.04089583694310174,modspe,NA
55,Larvae_Nauplii,Zooplankton,13,7,6,98.35661610776957,0.0010277492291880781,2.286,0.204,0.05461655101429178,modcon,Pelagic
56,Lithodes_confundens,Decapoda,14,8,6,227.9147080896491,0.0010570824524312897,3.207,0.66,0.04313670832327992,modspe,NA
57,Lithodes_couesi,Decapoda,13,8,5,138.75944113438212,0.0010298661174047373,3.207,0.66,0.037044151417518344,modspe,NA
58,Lithodes_turkayi,Decapoda,12,7,5,136.57134589628686,0.0010245901639344263,3.236,0.747,0.03534705700619938,modspe,NA
59,Agonopsis_chiloensis,Fish_BenPel,4,0,4,0,7.968127490039841e-4,1,0,0.016409087668189302,modspe,Benthopelagic
60,Macruronus_novaezelandiae,Fish_BenPel,21,10,11,129.47476022856407,0.0010309278350515464,3.736,0.341,0.04675097755353738,modspe,Benthopelagic
61,Patagonotothen_guntheri,Fish_BenPel,65,52,13,1683.0798234708764,0.0011587485515643105,3.387,0.38,0.03490173331235817,modcon,Benthopelagic
62,Enteroctopus_megalocyathus,Cephalopoda,28,14,14,485.05363217209333,0.0010121457489878543,3.571,0.314,0.027958475702577045,modspe,Pelagic
63,Phalacrocorax_atriceps,SeaBirds,7,7,0,0,9.46969696969697e-4,3.971,0.963,0.026050978603061645,modspe,Land-based
64,Spheniscus_magellanicus,SeaBirds,8,8,0,0,8.976660682226212e-4,3.635,1.074,0.03820398833048756,modspe,Land-based
65,Limopsis_sp,Bivalvia,7,4,3,6.733333333333334,0.001037344398340249,2,0,0.0857556232894272,modspe,NA
66,Strobilidium_sp,Ciliates,12,1,11,60,9.017132551848512e-4,3,0,0.03035863487730894,modspe,Pelagic
67,Larvae_Fish,Zooplankton,16,7,9,237.07744108737674,9.578544061302681e-4,2.907,0.511,0.026746642639484786,modspe,Pelagic
68,Abyssianira_argentenensis,Isopoda,3,3,0,0,8.410428931875525e-4,2,0,0.07555809226810317,modspe,NA
69,Abyssianira_dentifrons,Isopoda,3,3,0,0,8.410428931875525e-4,2,0,0.07555809226810317,modspe,NA
70,Abyssianira_spp,Isopoda,3,3,0,0,8.410428931875525e-4,2,0,0.07555809226810317,modspe,NA
71,Ophiactis_sp,Echinodermata,3,2,1,0,9.293680297397769e-4,1.5,0.625,0.10939531662797417,modspe,Benthic
72,Emiliania_huxleyi,Coccolithophorids,22,0,22,0,9.569377990430622e-4,1,0,0.022982898851588676,modspe,NA
73,Phaeocystis_antarctica,Coccolithophorids,20,0,20,0,9.478672985781991e-4,1,0,0.023096498293300217,modspe,NA
74,Pachyptila_sp,SeaBirds,14,14,0,0,9.569377990430622e-4,3.605,0.193,0.0406262106682324,modcon,Land-based
75,Hiatella_sp,Bivalvia,8,4,4,4.4833333333333325,8.787346221441124e-4,2,0,0.059955303636087975,modspe,NA
76,Thalassarche_melanophris,SeaBirds,22,22,0,0,0.0010395010395010396,3.826,0.974,0.04294703223255833,modspe,Land-based
77,Eukrohnia_hamata,Zooplankton,7,1,6,10.018253968253969,9.950248756218905e-4,3.907,0,0.04197605335964596,modspe,Pelagic
78,Serratosagitta_tasmanica,Zooplankton,6,1,5,3.518253968253968,9.267840593141798e-4,3.907,0,0.04402239814567592,modspe,Pelagic
79,Eudyptes_chrysocome,SeaBirds,6,6,0,0,8.944543828264759e-4,4.185,0.168,0.03856674975163253,modspe,Land-based
80,Phoxocephalus_sp,Amphipoda,2,1,1,0.1303145836310124,0.00102880658436214,2,0,0.13135916299778178,modspe,NA
81,Colossendeis_megalonyx,Benthos_Misc,8,2,6,248.946626984127,9.182736455463728e-4,3.786,0.285,0.012943932865192801,modcon,Benthic
82,Cottunculus_granulosus,Fish_Demersal,10,10,0,0,9.871668311944718e-4,3.729,0.719,0.03133396692230678,modspe,Demersal
83,Thymops_birsteini,Decapoda,10,1,9,4.459169884169885,9.551098376313276e-4,3,0,0.028794852784302143,modspe,NA
84,Acanthoserolis_schythei,Isopoda,13,1,12,3.2894769681126164,0.0011402508551881414,2,0,0.06454436519026766,modspe,NA
85,Neoserolis_exigua,Isopoda,11,1,10,3.070611400581783,0.0011185682326621924,2,0,0.057938948887145035,modspe,NA
86,Psychrolutes_marmoratus,Fish_Demersal,27,27,0,0,0.0010548523206751054,3.559,0.9,0.019792631095457692,modcon,Demersal
87,Zygochlamys_patagonica,Bivalvia,20,8,12,144.69918606910267,0.0011904761904761906,2.286,0.25,0.068945405545527,modcon,NA
88,Aspidostoma_giganteum,Bryozoa,15,3,12,29.225813777028037,0.0010706638115631692,2,0,0.04511816609510633,modspe,Benthic
89,Burdwoodipora_paguricola,Bryozoa,9,3,6,9.175813777028042,0.0010570824524312897,2,0,0.06019929877156173,modcon,Benthic
90,Actinauge_longicornis,Cnidaria,2,1,1,0.2,0.00088573959255978745,3,0,0.02877884993182746,modspe,Benthic
91,Actinostola_crassicornis,Cnidaria,7,6,1,6.142857142857143,8.658008658008658e-4,2.833,0.139,0.009286703132815918,modspe,Benthic
92,Bolocera_kerguelensis,Cnidaria,1,0,1,0,7.547169811320754e-4,1,0,0.01905256444031894,modspe,Benthic
93,Clavularia_sp,Cnidaria,6,4,2,6.15,9.689922480620155e-4,2.25,0.187,0.06763091904856802,modspe,Benthic
94,Dactylanthus_antarcticus,Cnidaria,4,3,1,5.2523809523809515,8.64304235090752e-4,3.726,0.001,0.017580394263717585,modspe,Benthic
95,Hormathia_pectinata,Cnidaria,3,2,1,3.311111111111112,8.525149190110827e-4,3.778,0,0.014680029461104482,modspe,Benthic
96,Isosicyonis_alba,Cnidaria,2,0,2,0,8.431703204047217e-4,1,0,0.02471010125893014,modspe,Benthic
97,Paractis_laevis,Cnidaria,1,0,1,0,7.547169811320754e-4,1,0,0.01905256444031894,modspe,Benthic
98,Phelliactis_sp,Cnidaria,1,0,1,0,7.547169811320754e-4,1,0,0.01905256444031894,modspe,Benthic
99,Eurypodius_longirostris,Decapoda,3,1,2,0.14285714285714285,8.920606601248885e-4,3,0,0.02586204917553237,modspe,NA
100,Eurypodius_sp,Decapoda,2,1,1,0.14285714285714285,8.620689655172414e-4,3,0,0.022237497818912766,modspe,NA
101,Paralomis_granulosa,Decapoda,11,9,2,92.54845544599914,9.910802775024777e-4,2.622,0.342,0.02810350286124067,modspe,NA
102,Myxine_spp,Fish_Demersal,9,4,5,17.920808539853798,0.0011160714285714285,2.667,0.444,0.06196775040967922,modspe,Demersal
103,Idanthyrsus_macropaleus,Polychaeta,1,0,1,0,7.830853563038371e-4,1,0,0.018342132656041336,modspe,Benthic
104,Jassa_alonsoae,Amphipoda,7,3,4,1.668623460511442,9.775171065493646e-4,2,0,0.07509297658614647,modcon,NA
105,Campylaspis_spp,NA,10,9,1,0.7024664921604831,0.0010395010395010396,2.793,0.537,0.06683258111246324,modcon,NA
106,Cumella_argentinae,Cumacea,2,1,1,1.472990897990898,8.620689655172414e-4,2,0,0.030546348353153355,modspe,NA
107,Diastylis_granulata,Cumacea,5,4,1,0.40366083653801627,0.0010775862068965517,2,0,0.13333652684181135,modspe,NA
108,Diastylis_hammoniae,Cumacea,5,4,1,0.40366083653801627,0.0010775862068965517,2,0,0.13333652684181135,modspe,NA
109,Diastylis_planifrons,Cumacea,5,4,1,0.40366083653801627,0.0010775862068965517,2,0,0.13333652684181135,modspe,NA
110,Ekleptostylis_heardi,Cumacea,2,1,1,0.13373402691721584,0.0010298661174047373,2,0,0.1357338360698456,modspe,NA
111,Ekleptostylis_vemae,Cumacea,2,1,1,0.13373402691721584,0.0010298661174047373,2,0,0.1357338360698456,modspe,NA
112,Eudorella_sp,Cumacea,6,4,2,0.824338737726337,0.0011111111111111111,2,0,0.1313966488920102,modcon,NA
113,Hemilamprops_chilensis,Cumacea,2,1,1,0.13373402691721584,0.0010298661174047373,2,0,0.1357338360698456,modspe,NA
114,Holostylis_uniramosa,Cumacea,2,1,1,0.13373402691721584,0.0010298661174047373,2,0,0.1357338360698456,modspe,NA
115,Leucon_septemdentatus,Cumacea,2,1,1,0.13373402691721584,0.0010298661174047373,2,0,0.1357338360698456,modspe,NA
116,Platytyphlops_sarahae,Cumacea,2,1,1,0.13373402691721584,0.0010298661174047373,2,0,0.1357338360698456,modspe,NA
117,Sympagurus_dimorphus,Decapoda,4,1,3,0.9654276398847904,0.0010683760683760685,2,0,0.0977454105979529,modspe,NA
118,Pareuthria_spp,Gastropoda,2,0,2,0,8.169934640522876e-4,1,0,0.023725276769262005,modspe,Benthic
119,Ianthopsis_laevis,Isopoda,2,1,1,0.13373402691721584,0.0010298661174047373,2,0,0.1357338360698456,modspe,NA
120,Eunereis_patagonica,Polychaeta,12,7,5,123.4615021115404,0.0011547344110854503,3.057,0.504,0.0737332613080373,modspe,Benthic
121,Nicon_maculata,Polychaeta,12,7,5,123.4615021115404,0.0011547344110854503,3.057,0.504,0.0737332613080373,modspe,Benthic
122,Tryphosella_sp,Amphipoda,6,3,3,50.45634920634921,9.578544061302681e-4,2.691,1.001,0.030226600887482642,modspe,NA
123,Parborlasia_corrugatus,Benthos_Misc,22,21,1,1282.2585007463335,0.0011160714285714285,3.241,0.58,0.03039487456505318,modspe,Benthic
124,Libidoclaea_granaria,Decapoda,5,1,4,0.5283893770546431,0.0010526315789473684,2,0,0.08638098502770732,modspe,NA
125,Pagurus_comptus,Decapoda,15,3,12,22.690869267057494,0.0011682242990654205,2.333,0.222,0.05750080839290709,modspe,NA
126,Pagurus_forceps,Decapoda,11,3,8,9.825921020995025,0.001142857142857143,2.333,0.222,0.0607836825302184,modspe,NA
127,Gorgonocephalus_chilensis,Echinodermata,4,2,2,22.999999999999996,9.505703422053232e-4,3.594,0.009,0.02735284526295086,modspe,Benthic
128,Ophiura_lymani,Echinodermata,1,0,1,0,8.216926869350862e-4,1,0,0.025758449567820352,modspe,Benthic
129,Antarcturidae,Isopoda,1,0,1,0,8.216926869350862e-4,1,0,0.025758449567820352,modspe,NA
130,Natatolana_pastorei,Isopoda,5,1,4,3.347258297258297,9.115770282588879e-4,2,0,0.045948057838252294,modspe,NA
131,Nicolea_chilensis,Polychaeta,4,1,3,0.3617227103879763,0.0010416666666666667,2,0,0.09595804390190353,modspe,Benthic
132,Pista_spp,Polychaeta,5,1,4,0.3617227103879763,0.001049317943336831,2,0,0.08926084217561206,modcon,Benthic
133,Terebellides_malvinensis,Polychaeta,4,1,3,0.3617227103879763,0.0010416666666666667,2,0,0.09595804390190353,modspe,Benthic
134,Thelepus_sp,Polychaeta,6,3,3,4.088402533243583,9.319664492078285e-4,2,0,0.0732664936784321,modspe,Benthic
135,Salpidae,Zooplankton,12,10,2,25.258507391334582,0.0011389521640091116,2.59,0.952,0.07453531751650873,modcon,Pelagic
136,Pelecanoides_sp,SeaBirds,10,10,0,0,9.319664492078285e-4,3.619,0.12,0.03992742986621864,modspe,Land-based
137,Cnemidocarpa_spp,Ascidiacea,12,10,2,3.1845238095238084,0.0010638297872340426,2.1,0.09,0.09189167298782176,modspe,Benthic
138,Asbestopluma_sp,Porifera,3,3,0,0,8.019246190858059e-4,3.861,0.436,0.009850905240736748,modcon,Benthic
139,Halichondrida,Porifera,8,7,1,3.333333333333333,8.665511265164644e-4,2.143,0.122,0.06508276921840755,modspe,Benthic
140,Brachiopoda_spp,NA,25,2,23,35.23273007388643,0.0011918951132300357,2,0,0.045992561560705504,modcon,NA
141,Falsilunatia_carcellesi,Gastropoda,2,2,0,0,8.291873963515755e-4,3,0,0.012601593201958276,modspe,Benthic
142,Fuegotrophon_pallidus,Gastropoda,11,11,0,0,8.756567425569177e-4,2.571,0.278,0.015014013025540668,modspe,Benthic
143,Patagonotothen_cornucola,Fish_BenPel,8,1,7,1.3003873218166477,9.049773755656109e-4,3,0,0.024650184080927177,modspe,Benthopelagic
144,Patagonotothen_elegans,Fish_BenPel,7,1,6,1.0609237202840807,9.025270758122744e-4,3,0,0.02495552253248772,modspe,Benthopelagic
145,Patagonotothen_kreffti,Fish_BenPel,7,1,6,1.157530178959505,9.017132551848512e-4,3,0,0.021998557499083197,modspe,Benthopelagic
146,Tectonatica_impervia,Gastropoda,2,2,0,0,8.291873963515755e-4,3,0,0.012601593201958276,modspe,Benthic
147,Trophon_geversianus,Gastropoda,15,11,4,153.90860805860808,9.881422924901185e-4,2.571,0.278,0.0240901873763755,modspe,Benthic
148,Trophon_ohlini,Gastropoda,14,11,3,136.15860805860808,9.832841691248771e-4,2.571,0.278,0.024235333243327068,modspe,Benthic
149,Trophon_plicatus,Gastropoda,14,11,3,136.15860805860808,9.832841691248771e-4,2.571,0.278,0.024235333243327068,modspe,Benthic
150,Bathyraja_albomaculata,Fish_Chond,9,8,1,0.8548048048048048,9.852216748768472e-4,3.861,0.669,0.03537437694880406,modspe,NA
151,Bathyraja_brachyurops,Fish_Chond,32,30,2,527.3005131505133,0.001081081081081081,3.967,0.67,0.045366083266256546,modspe,NA
152,Bathyraja_griseocauda,Fish_Chond,29,28,1,0,0.0010604453870625664,3.93,0.578,0.04625265718202262,modspe,NA
153,Bathyraja_macloviana,Fish_Chond,1,1,0,0,7.79423226812159e-4,4.256,0,0.0062040758512009854,modspe,NA
154,Ophiocten_amitinum,Echinodermata,3,3,0,0,8.410428931875525e-4,2,0,0.07555809226810317,modspe,Benthic
155,Tryphosites_chevreuxi,Amphipoda,1,1,0,0,0.00081766148814390845,4.072,0,0.011020323927071536,modspe,NA
156,Macrourus_carinatus,Fish_BenPel,17,13,4,51.47510419373947,0.0010111223458038423,4.132,0.455,0.033923934869518516,modspe,Benthopelagic
157,Necromass,Non-living,31,0,31,0,0.001002004008016032,1,0,0.015595886665422307,modspe,NA
158,Synechococcus_sp,Phytoplankton_Misc,7,0,7,0,8.613264427217916e-4,1,0,0.012067449340618597,modspe,NA
159,Hexactinellida,Porifera,5,4,1,5,8.968609865470852e-4,2.25,0.187,0.026724312233178327,modspe,Benthic
160,Anthoptilum_grandiflorum,Cnidaria,10,9,1,8.155555555555553,0.0010319917440660474,2.778,0.395,0.06044903198188805,modspe,Benthic
161,Leptychaster_sp,Echinodermata,1,1,0,0,9.293680297397769e-4,2,0,0.18057196795478642,modspe,Benthic
162,Polycheria_spp,Amphipoda,6,4,2,3.9083333333333337,0.0010362694300518134,2,0,0.1060844288940192,modspe,NA
163,Eatoniella_spp,Gastropoda,2,1,1,0.25,9.398496240601503e-4,2,0,0.11474946116417675,modspe,Benthic
164,Liotella_crassicostata,Gastropoda,2,1,1,0.25,9.398496240601503e-4,2,0,0.11474946116417675,modspe,Benthic
165,Odostomia_sp,Gastropoda,6,0,6,0,7.692307692307692e-4,1,0,0.019538441498434138,modspe,Benthic
166,Onoba_spp,Gastropoda,2,1,1,0.25,9.398496240601503e-4,2,0,0.11474946116417675,modspe,Benthic
167,Scissurella_clathrata,Gastropoda,2,1,1,1.1428571428571428,7.462686567164179e-4,2,0,0.01511622960802724,modspe,Benthic
168,Thalassarche_chrysostoma,SeaBirds,16,16,0,0,0.0010141987829614604,4.052,0.896,0.04147860109662754,modspe,Land-based
169,Primnoella_scotiae,Cnidaria,13,9,4,20.65555555555556,0.0010460251046025104,2.778,0.395,0.05200838269873931,modspe,Benthic
170,Munida_spinosa,Decapoda,10,0,10,0,8.375209380234506e-4,1,0,0.020047947391633264,modspe,NA
171,Pogonolycus_elegans,Fish_BenPel,3,0,3,0,7.94912559618442e-4,1,0,0.027229995180371166,modspe,Benthopelagic
172,Melanostigma_gelatinosum,Fish_Demersal,6,3,3,1.4047596503022153,8.818342151675485e-4,3.921,0.16,0.040886913249475715,modspe,Demersal
173,Cyrtostrombidium_sp,Ciliates,12,1,11,5.823376623376624,9.099181073703367e-4,2,0,0.03309542471311708,modspe,Pelagic
174,Laboea_strobila,Ciliates,12,1,11,5.823376623376624,9.099181073703367e-4,2,0,0.03309542471311708,modspe,Pelagic
175,Lohmanniella_sp,Ciliates,12,1,11,5.823376623376624,9.099181073703367e-4,2,0,0.03309542471311708,modspe,Pelagic
176,Strombidinopsis_sp,Ciliates,12,1,11,5.823376623376624,9.099181073703367e-4,2,0,0.03309542471311708,modspe,Pelagic
177,Strombidium_spp,Ciliates,14,1,13,22.729220779220782,9.242144177449168e-4,2,0,0.0338278925181469,modspe,Pelagic
178,Haplosclerida,Porifera,16,11,5,57.49358331035751,0.0010940919037199124,2.091,0.083,0.0753997668781154,modcon,Benthic
179,Halipteris_africana,Cnidaria,10,9,1,8.155555555555553,0.0010319917440660474,2.778,0.395,0.06044903198188805,modspe,Benthic
180,Odontaster_sp,Echinodermata,12,11,1,301.5,0.0010416666666666667,2.979,0.279,0.04582230815665919,modspe,Benthic
181,Perknaster_sp,Echinodermata,2,1,1,0,8.250825082508251e-4,3.083,0,0.016392643138333853,modspe,Benthic
182,Sterechinus_agassizii,Echinodermata,6,2,4,62.98712121212122,9.017132551848512e-4,3.188,0.009,0.016158733234482543,modspe,Benthic
183,Adelomelon_ancilla,Gastropoda,5,3,2,101.11502525252526,8.984725965858042e-4,3.464,0.22,0.01465652158431666,modspe,Benthic
184,Fusitriton_magellanicus,Gastropoda,8,5,3,210.57222222222222,8.547008547008547e-4,3.107,0.017,0.00746320999446834,modspe,Benthic
185,Alcyonium_antarcticum,Cnidaria,5,3,2,3,9.293680297397769e-4,2,0,0.05889529350824668,modspe,Benthic
186,Ctenodiscus_australis,Echinodermata,3,2,1,3.4944444444444454,9.881422924901185e-4,2.643,0.413,0.08611114590753328,modspe,Benthic
187,Diplopteraster_clarki,Echinodermata,4,4,0,0,7.674597083653108e-4,4.228,0.158,0.006399500646883402,modspe,Benthic
188,Odontocymbiola_magellanica,Gastropoda,5,2,3,97.13933080808081,9.057971014492754e-4,3.697,0.169,0.017770696692948354,modspe,Benthic
189,Ornatoscalpellum_gibberum,Benthos_Misc,3,3,0,0,8.410428931875525e-4,2,0,0.07555809226810317,modspe,Benthic
190,Rhizosolenia_crassa,Diatoms,8,0,8,0,8.665511265164644e-4,1,0,0.024133230984088167,modspe,NA
191,Dictyocha_speculum,Silicoflagellates,18,0,18,0,9.478672985781991e-4,1,0,0.02658259776546689,modspe,NA
192,Ardenna_grisea,SeaBirds,6,6,0,0,9.074410163339383e-4,3.896,0.911,0.05164119633220599,modspe,Land-based
193,Diomedea_sp,SeaBirds,6,6,0,0,9.017132551848512e-4,3.954,0.992,0.045769398023812226,modspe,Land-based
194,Procellaria_aequinoctialis,SeaBirds,8,8,0,0,9.45179584120983e-4,4.053,0.761,0.057010521483939085,modspe,Land-based
195,Bacteria,Bacteria,33,0,33,0,9.784735812133072e-4,1,0,0.01796937825968619,modspe,NA
196,Tetractinellida,Porifera,6,6,0,0,9.017132551848512e-4,2.167,0.139,0.031613186254427716,modspe,Benthic
197,Stenothoidae,Amphipoda,1,1,0,0,9.293680297397769e-4,2,0,0.18057196795478642,modspe,NA
198,Bathyraja_multispinis,Fish_Chond,11,10,1,2,9.074410163339383e-4,3.033,0.21,0.01177433521557742,modspe,NA
199,Bathyraja_scaphiops,Fish_Chond,9,8,1,1,9.861932938856016e-4,3.866,0.279,0.034365919777050974,modspe,NA
200,Halicarcinus_planatus,Decapoda,7,2,5,111.87496081088592,0.0010706638115631692,3.303,1.699,0.055426568926979156,modcon,NA
201,Paralomis_spinosissima,Decapoda,2,1,1,0,8.680555555555555e-4,3,0,0.01759196421334642,modspe,NA
202,Amblyraja_doellojuradoi,Fish_Chond,26,25,1,17.002067768073243,9.92063492063492e-4,3.358,0.584,0.015952102126328745,modspe,NA
203,Munida_subrugosa,Decapoda,1,0,1,0,7.220216606498195e-4,1,0,0.017422942840380717,modspe,NA
204,Macrochiridothea_stebbingi,Isopoda,1,0,1,0,7.220216606498195e-4,1,0,0.017422942840380717,modspe,NA
205,Onuphis_pseudoiridescens,Polychaeta,2,1,1,0.0885509838998211,9.68054211035818e-4,2,0,0.12226504959044343,modspe,Benthic
206,Eteone_spp,Polychaeta,16,11,5,238.29165804523285,0.001152073732718894,3.166,0.839,0.059918997069361726,modspe,Benthic
207,Glycera_spp,Polychaeta,7,4,3,108.31077320612204,0.0010214504596527069,3.32,0.713,0.05558264143912211,modspe,Benthic
208,Serpula_spp,Polychaeta,2,1,1,0.5769230769230769,7.8003120124805e-4,2,0,0.022989178352076405,modspe,Benthic
