ID,TrophicSpecies,FunctionalGroup,TotalDegree,NumPrey,NumPred,Between,Close,TL,Omn,meanTrophicSimil,TopRole,Habitat
55,Nicon_maculata,Polychaeta,12,7,5,141.49296390212118,0.0011560693641618498,3.057,0.504,0.07388742169595013,modspe,Benthic
56,Serpula_spp,Polychaeta,2,1,1,0.5769230769230769,7.8125e-4,2,0,0.022957813448946155,modspe,Benthic
57,Nephtys_sp,Polychaeta,15,7,8,65.98237426492227,0.0011574074074074073,2.624,0.63,0.08504734871296533,modspe,Benthic
58,Maldanidae,Polychaeta,3,0,3,0,7.905138339920949e-4,1,0,0.02105376584146263,modspe,Benthic
59,Metepimeria_acanthurus,Amphipoda,2,1,1,1,7.974481658692185e-4,3.25,0,0.008387753547463612,modspe,NA
60,Amblyraja_georgiana,Fish_Chond,23,23,0,0,0.0010449320794148381,3.676,0.525,0.029382037259704605,modcon,NA
61,Doryteuthis_gahi,Cephalopoda,42,5,37,2255.286357263454,9.737098344693282e-4,3.47,0.942,0.033807973458923016,modhub,Pelagic
62,Austrocidaris_canaliculata,Echinodermata,7,2,5,66.125,9.276437847866419e-4,3.167,0.028,0.023642309977391005,modspe,Benthic
63,Austrocidaris_spinulosida,Echinodermata,5,0,5,0,8.058017727639e-4,1,0,0.01713399686998361,modspe,Benthic
64,Lepidonotothen_squamifrons,Fish_BenPel,16,9,7,109.20888582007022,9.99000999000999e-4,3.17,0.835,0.030793050775347743,modspe,Benthopelagic
65,Muraenolepis_spp,Fish_BenPel,10,3,7,61.50573370736871,9.302325581395349e-4,3.857,0.436,0.03157469978953986,modspe,Benthopelagic
66,Patagonotothen_guntheri,Fish_BenPel,63,50,13,1615.644033590453,0.001152073732718894,3.417,0.402,0.03513294811300427,modcon,Benthopelagic
67,Trophon_ohlini,Gastropoda,14,11,3,200.41237373737374,9.775171065493646e-4,2.571,0.278,0.021379628180585593,modspe,Benthic
68,Trophon_plicatus,Gastropoda,14,11,3,200.41237373737374,9.775171065493646e-4,2.571,0.278,0.021379628180585593,modspe,Benthic
69,Neoserolis_exigua,Isopoda,11,1,10,3.149745056487889,0.0011135857461024498,2,0,0.0562010562833884,modspe,NA
70,Boccardia_sp,Polychaeta,13,7,6,17.838593628593628,0.0011123470522803114,2.314,0.25,0.08011020591275364,modspe,Benthic
71,Eucranta_sp,Polychaeta,4,1,3,0.2865303521451834,0.0010638297872340426,2,0,0.09459061757787843,modspe,Benthic
72,Harmothoe_sp,Polychaeta,14,7,7,130.23052442508597,0.0011534025374855825,2.684,0.927,0.08075271425680204,modcon,Benthic
73,Hermadion_magalhaensi,Polychaeta,2,0,2,0,8.525149190110827e-4,1,0,0.0274048958628153,modspe,Benthic
74,Polydora_sp,Polychaeta,15,10,5,217.2622047397047,0.0010121457489878543,2.726,0.546,0.04942101193194088,modspe,Benthic
75,Spiophanes_sp,Polychaeta,8,3,5,4.327482517482518,0.0010582010582010583,2.733,0.276,0.05815240550950745,modspe,Benthic
76,Euphausia_spp,Zooplankton,56,10,46,496.0455377691641,0.0012224938875305623,2.48,0.363,0.051662823136127356,modhub,Pelagic
77,Ampharete_kerguelensis,Polychaeta,8,6,2,5.105257320536863,0.0011389521640091116,2.167,0.139,0.1256082319101855,modcon,Benthic
78,Bacteria,Bacteria,35,0,35,0,9.813542688910696e-4,1,0,0.017629383117890973,modspe,NA
79,Anasterias_antarctica,Echinodermata,2,2,0,0,7.147962830593281e-4,3.571,0,0.01383502585355394,modspe,Benthic
80,Halicarcinus_planatus,Decapoda,7,2,5,89.8690697727811,0.0010582010582010583,3.303,1.699,0.054770831427264924,modcon,NA
81,Anasterias_sp,Echinodermata,6,6,0,0,8.695652173913044e-4,3.137,0.736,0.006872496635279136,modspe,Benthic
82,Pagurus_comptus,Decapoda,15,3,12,22.406360778018048,0.0011614401858304297,2.333,0.222,0.056968961029037174,modspe,NA
83,Pareuthria_spp,Gastropoda,2,0,2,0,8.130081300813008e-4,1,0,0.02298077458738198,modspe,Benthic
84,Turbonilla_strebeli,Gastropoda,2,0,2,0,7.102272727272727e-4,1,0,0.006372998346682559,modspe,Benthic
85,Tonicia_lebruni,Polyplacophora,4,2,2,1.869047619047619,9.99000999000999e-4,2.5,0.25,0.07754415333653905,modspe,Benthic
86,Andaniotes_linearis,Amphipoda,1,1,0,0,7.25689404934688e-4,2,0,0.02391270751951867,modspe,NA
87,Anobothrus_sp,Polychaeta,3,1,2,0.2946341720804686,0.0010626992561105207,2,0,0.11956782997736408,modcon,Benthic
88,Anthoptilum_grandiflorum,Coral,9,9,0,0,0.0010235414534288639,2.778,0.395,0.06445087585611431,modspe,NA
89,Cyrtostrombidium_sp,Ciliates,12,1,11,6.251948051948053,9.099181073703367e-4,2,0,0.03311632632360693,modspe,Pelagic
90,Laboea_strobila,Ciliates,12,1,11,6.251948051948053,9.099181073703367e-4,2,0,0.03311632632360693,modspe,Pelagic
91,Lohmanniella_sp,Ciliates,12,1,11,6.251948051948053,9.099181073703367e-4,2,0,0.03311632632360693,modspe,Pelagic
92,Strobilidium_sp,Ciliates,12,1,11,59,8.992805755395684e-4,3,0,0.030058803975991217,modspe,Pelagic
93,Strombidinopsis_sp,Ciliates,12,1,11,6.251948051948053,9.099181073703367e-4,2,0,0.03311632632360693,modspe,Pelagic
94,Strombidium_spp,Ciliates,14,1,13,21.157792207792205,9.233610341643582e-4,2,0,0.033841780472082555,modspe,Pelagic
95,Dinoflagellates_heterosol,Dinoflagellates,38,0,38,0,0.0010649627263045794,1,0,0.03219041076840341,modspe,NA
96,Aplidium_spp,Ascidiacea,13,10,3,9.017857142857142,0.0010638297872340426,2.1,0.09,0.0876307642453038,modspe,Benthic
97,Emiliania_huxleyi,Coccolithophorids,22,0,22,0,9.505703422053232e-4,1,0,0.02247951832536861,modspe,NA
98,Phaeocystis_antarctica,Coccolithophorids,20,0,20,0,9.433962264150943e-4,1,0,0.02291407002454143,modspe,NA
99,Azadinium_sp,Dinoflagellates,21,0,21,0,9.578544061302681e-4,1,0,0.029104530496794845,modspe,NA
100,Gymnodinium_sp,Dinoflagellates,27,5,22,182.6436101668599,0.0010277492291880781,2,0,0.04105045248740041,modspe,NA
101,Appendicularia_spp,Zooplankton,11,8,3,128.84154794812565,0.0011086474501108647,2.275,0.229,0.05988795944241144,modcon,Pelagic
102,Synechococcus_sp,Phytoplankton_Misc,7,0,7,0,8.598452278589854e-4,1,0,0.012005564254896493,modspe,NA
103,Arctocephalus_australis,MarineMammals_2,23,23,0,0,9.784735812133072e-4,4.216,0.895,0.042556845336456,modspe,Land-based
104,Enteroctopodidae,Cephalopoda,28,14,14,427.2950450993964,0.0010090817356205853,3.564,0.312,0.028190825091227008,modspe,Pelagic
105,Grimothea_gregaria,Decapoda,32,2,30,30.567748443639832,0.001148105625717566,2.5,0.25,0.04851343917947202,modspe,NA
106,Dissostichus_eleginoides,Fish_BenPel,54,30,24,2920.980843722728,0.0011086474501108647,3.924,0.937,0.04086096544133203,modhub,Benthopelagic
107,Macrourus_carinatus,Fish_BenPel,17,13,4,50.55709517783055,0.0010080645161290322,4.135,0.457,0.03394518581072397,modspe,Benthopelagic
108,Macrourus_holotrachys,Fish_BenPel,16,10,6,65.89993807468602,9.9601593625498e-4,3.798,0.53,0.03629390216273267,modspe,Benthopelagic
109,Macrourus_whitsoni,Fish_BenPel,6,2,4,0.4179758115682486,8.748906386701663e-4,3.975,0.245,0.030746520121601388,modspe,Benthopelagic
110,Macruronus_novaezelandiae,Fish_BenPel,21,10,11,128.46961788467914,0.0010277492291880781,3.74,0.345,0.04686223281823919,modspe,Benthopelagic
111,Notophycis_marginata,Fish_BenPel,6,0,6,0,8.051529790660225e-4,1,0,0.02799168913785624,modspe,Benthopelagic
112,Patagonotothen_cornucola,Fish_BenPel,8,1,7,1.2997571148347173,9.017132551848512e-4,3,0,0.024614069266894686,modspe,Benthopelagic
113,Patagonotothen_elegans,Fish_BenPel,7,1,6,1.0599910329633722,8.984725965858042e-4,3,0,0.02489681552624228,modspe,Benthopelagic
114,Patagonotothen_kreffti,Fish_BenPel,7,1,6,1.1568999719775745,8.992805755395684e-4,3,0,0.02210148437512468,modspe,Benthopelagic
115,Coelorinchus_fasciatus,Fish_Demersal,16,8,8,154.6655229173812,9.813542688910696e-4,3.484,0.451,0.037331630491225,modspe,Demersal
116,Coelorinchus_kayomaru,Fish_Demersal,3,0,3,0,7.710100231303007e-4,1,0,0.013959881453359193,modspe,Demersal
117,Coelorinchus_marinii,Fish_Demersal,8,5,3,4.945544863990267,9.784735812133072e-4,3.331,0.666,0.030230980729291413,modspe,Demersal
118,Genypterus_blacodes,Fish_Demersal,17,12,5,101.79801161780158,0.0010235414534288639,3.881,0.585,0.04702047655773474,modspe,Demersal
119,Guttigadus_kongi,Fish_Demersal,3,0,3,0,7.751937984496124e-4,1,0,0.015840949511839283,modspe,Demersal
120,Salilota_australis,Fish_Demersal,18,13,5,2504.3331612815064,0.0010111223458038423,4.299,0.389,0.053244682162495005,modspe,Demersal
121,Micromesistius_australis,Fish_Pel,39,15,24,964.6475867483005,0.0010460251046025104,3.635,1.219,0.03726159893510352,modhub,Pelagic
122,Sprattus_fuegensis,Fish_Pel,42,17,25,413.09635508154986,0.0011363636363636363,3.454,0.688,0.047134531222144366,modspe,Pelagic
123,Ardenna_gravis,SeaBirds,6,6,0,0,9.057971014492754e-4,3.9,0.916,0.05137694505550993,modspe,Land-based
124,Ardenna_grisea,SeaBirds,6,6,0,0,9.057971014492754e-4,3.9,0.916,0.05137694505550993,modspe,Land-based
125,Poecilosclerida,Porifera,17,12,5,37.66930910715541,0.001095290251916758,2.083,0.076,0.0772544490983457,modspe,Benthic
126,Aristias_antarcticus,Amphipoda,1,1,0,0,7.74593338497289e-4,3.083,0,0.006392234824693681,modspe,NA
127,Colossendeis_megalonyx,Benthos_Misc,8,2,6,300.54186507936504,9.174311926605505e-4,3.786,0.285,0.012926607407981676,modcon,Benthic
128,Asbestopluma_sp,Porifera,3,3,0,0,8e-4,3.861,0.436,0.009769097576874273,modcon,Benthic
129,Larvae_Nauplii,Zooplankton,13,7,6,82.65641769507117,0.0010245901639344263,2.286,0.204,0.055085215851505255,modcon,Pelagic
130,Oithona_spp,Copepoda,28,12,16,611.7005159844622,0.001088139281828074,2.51,0.408,0.052695940624301024,modcon,NA
131,Ascidia_meridionalis,Ascidiacea,12,10,2,3.184523809523809,0.0010615711252653928,2.1,0.09,0.09287631680111644,modspe,Benthic
132,Astarte_sp,Bivalvia,9,4,5,10.391666666666666,8.756567425569177e-4,2,0,0.05375416178473779,modspe,NA
133,Astrotoma_agassizii,Echinodermata,11,8,3,53.62063492063491,0.0011273957158962795,2.435,0.334,0.08370164551431873,modcon,Benthic
134,Dictyocha_speculum,Silicoflagellates,18,0,18,0,9.46073793755913e-4,1,0,0.026324206090244866,modspe,NA
135,Puncturella_conica,Gastropoda,4,3,1,9.5,9.861932938856016e-4,2.333,0.222,0.07899790084515514,modspe,Benthic
136,Haplosclerida,Porifera,16,11,5,55.64456370251436,0.0010940919037199124,2.091,0.083,0.0761033404093909,modcon,Benthic
137,Austrodoris_sp,Gastropoda,5,1,4,27.954727899832264,9.699321047526673e-4,3.091,0,0.027823948363582852,modspe,Benthic
138,Austrofilius_furcatus,Isopoda,1,1,0,0,9.285051067780873e-4,2,0,0.17957545485989762,modspe,NA
139,Austrofilius_sp,Isopoda,1,1,0,0,9.285051067780873e-4,2,0,0.17957545485989762,modspe,NA
140,Austronanus_dentatus,Isopoda,1,1,0,0,9.285051067780873e-4,2,0,0.17957545485989762,modspe,NA
141,Balaenoptera_acutorostrata,MarineMammals_1,13,13,0,0,9.587727708533077e-4,3.575,0.39,0.04816401930896142,modspe,Pelagic
142,Calanus_spp,Zooplankton,36,16,20,530.0624066460507,0.0012360939431396785,2.5,0.375,0.05786148863584349,modhub,Pelagic
143,Clausocalanus_spp,Zooplankton,27,13,14,157.78134096482484,0.001049317943336831,2.615,0.391,0.04973173303582141,modspe,Pelagic
144,Ctenocalanus_vanus,Copepoda,29,16,13,125.23736640090817,0.0010559662090813093,2.696,0.457,0.05293706867585209,modhub,NA
145,Drepanopus_forcipatus,Copepoda,20,7,13,40.78136571355296,0.0010256410256410256,2,0,0.04902186447110704,modspe,NA
146,Neocalanus_tonsus,Copepoda,20,7,13,23.598965628490603,0.0010235414534288639,2.327,0.272,0.05590677626257652,modspe,NA
147,Rhincalanus_gigas,Copepoda,29,15,14,145.70578864022693,0.001128668171557562,2.687,0.375,0.048716270209530316,modhub,NA
148,Grimothea_spinosa,Decapoda,10,0,10,0,8.382229673093043e-4,1,0,0.020433436639845343,modspe,NA
149,Balaenoptera_bonaerensis,MarineMammals_1,10,10,0,0,9.31098696461825e-4,3.634,0.142,0.04466109438743811,modspe,Pelagic
150,Balaenoptera_borealis,MarineMammals_1,12,12,0,0,9.487666034155598e-4,3.487,0.321,0.04565863539379198,modspe,Pelagic
151,Balaenoptera_physalus,MarineMammals_1,12,12,0,0,9.487666034155598e-4,3.487,0.321,0.04565863539379198,modspe,Pelagic
152,Balticina_africana,Cnidaria_benthic,10,9,1,15.73611111111111,0.0010309278350515464,2.778,0.395,0.06013778000377242,modspe,NA
153,Bathybiaster_loripes,Echinodermata,5,4,1,28.249999999999996,0.001,3.155,0.453,0.06603177090121737,modspe,Benthic
154,Bathyraja_albomaculata,Fish_Chond,11,10,1,57.14442677035466,9.900990099009901e-4,3.875,0.574,0.0331695679475517,modspe,NA
155,Tinerfe_cyanea,Zooplankton,23,7,16,172.16600271273603,0.0011049723756906078,3.256,0.67,0.04667806719036678,modspe,Pelagic
156,Thymops_birsteini,Decapoda,10,1,9,4.456533101045297,9.523809523809524e-4,3,0,0.02838392584403016,modspe,NA
157,Myxine_spp,Fish_Demersal,10,4,6,18.64469268628568,0.0011135857461024498,2.667,0.444,0.05950172249447715,modspe,Demersal
158,Travisia_kerguelensis,Polychaeta,4,2,2,1.524390243902439,0.0010141987829614604,2.5,0.25,0.08226616110034836,modspe,Benthic
159,Iluocoetes_fimbriatus,Fish_Demersal,10,1,9,3.2857142857142856,9.233610341643582e-4,4.256,0,0.040401552941693133,modspe,Demersal
160,Bathyraja_brachyurops,Fish_Chond,35,33,2,528.1454121582435,0.0010822510822510823,3.99,0.69,0.04497075500940606,modspe,NA
161,Lithodes_confundens,Decapoda,14,8,6,225.69833279827373,0.0010515247108307045,3.194,0.651,0.04286913191850457,modcon,NA
162,Lithodes_couesi,Decapoda,13,8,5,131.95606395600493,0.0010256410256410256,3.194,0.651,0.036686672618804525,modcon,NA
163,Lithodes_turkayi,Decapoda,12,7,5,129.7679687179097,0.0010204081632653062,3.222,0.738,0.035075709959171066,modcon,NA
164,Cottoperca_trigloides,Fish_BenPel,20,16,4,665.7,9.784735812133072e-4,3.995,1.056,0.04736136351090507,modspe,Benthopelagic
165,Argeneuthria_varicosa,Gastropoda,1,0,1,0,7.680491551459293e-4,1,0,0.00977632648488375,modspe,Benthic
166,Odontocymbiola_magellanica,Gastropoda,5,2,3,97.8347147950089,9.025270758122744e-4,3.697,0.169,0.01734601395972917,modspe,Benthic
167,Bathyraja_cousseauae,Fish_Chond,4,4,0,0,8.59106529209622e-4,3.5,0.251,0.009577897241236793,modspe,NA
168,Pagurus_forceps,Decapoda,11,3,8,9.044679522062093,0.0011363636363636363,2.333,0.222,0.06035514954861034,modspe,NA
169,Bathyraja_griseocauda,Fish_Chond,29,28,1,0,0.0010582010582010583,3.989,0.55,0.04720325244982046,modspe,NA
170,Bathyraja_multispinis,Fish_Chond,11,10,1,2,9.124087591240876e-4,3.167,0.362,0.013367499864587958,modspe,NA
171,Bathyraja_scaphiops,Fish_Chond,9,8,1,1,9.852216748768472e-4,4.041,0.192,0.034924104732023245,modspe,NA
172,Psammobatis_rudis,Fish_Chond,5,4,1,0,9.099181073703367e-4,3.773,0.305,0.01612008126626004,modspe,NA
173,Bathyraja_macloviana,Fish_Chond,10,10,0,0,8.904719501335708e-4,3.42,0.545,0.008862022865486216,modspe,NA
174,Bryozoa,Bryozoa,15,3,12,34.65863632534354,0.0010695187165775401,2,0,0.04410209398765666,modcon,Benthic
175,Caecianiropsis_ectiformis,Isopoda,1,1,0,0,9.285051067780873e-4,2,0,0.17957545485989762,modspe,NA
176,Rhizosolenia_crassa,Diatoms,8,0,8,0,8.658008658008658e-4,1,0,0.02404078793586625,modspe,NA
177,Calcarea,Porifera,9,9,0,0,9.587727708533077e-4,2.111,0.099,0.07035655971491532,modspe,Benthic
178,Callochiton_puniceus,Polyplacophora,3,2,1,0.6190476190476191,9.950248756218905e-4,2.5,0.25,0.09372302964071598,modspe,Benthic
179,Campanularia_sp,Cnidaria_benthic,2,1,1,0.3333333333333333,9.718172983479105e-4,2,0,0.11176287637881359,modspe,NA
180,Campylaspis_spp,Cumacea,10,9,1,0.7096556571346488,0.001037344398340249,2.793,0.537,0.06739599882907003,modcon,NA
181,Careproctus_sp,Fish_BenPel,7,6,1,0,0.0010964912280701754,2.901,0.681,0.06526511376468003,modspe,Benthopelagic
182,Convexella_magelhaenica,Coral,14,10,4,21.878968253968246,0.0010427528675703858,2.7,0.41,0.05502038604689144,modspe,NA
183,Ceramaster_patagonicus,Echinodermata,4,4,0,0,7.575757575757576e-4,3.529,0.096,0.012082440621140313,modspe,Benthic
184,Ideogorgia_laurae,Coral,6,3,3,3,0.0010224948875255625,2,0,0.07411927168209273,modspe,NA
185,Primnoella_scotiae,Coral,13,9,4,20.736111111111107,0.0010438413361169101,2.778,0.395,0.05192503722269817,modspe,NA
186,Primnoisis_antarctica,Coral,14,11,3,19,0.001040582726326743,2.636,0.413,0.07072406495566877,modspe,NA
187,Chaetopterus_antarcticus,Polychaeta,1,1,0,0,9.285051067780873e-4,2,0,0.17957545485989762,modspe,Benthic
188,Cheiraster_(Luidiaster)_gerlachei,Echinodermata,4,4,0,0,9.784735812133072e-4,3.469,0.847,0.0684029061182954,modspe,Benthic
189,Ophiacantha_sp,Echinodermata,4,1,3,2,8.726003490401396e-4,3,0,0.01575982805398323,modspe,Benthic
190,Ophiacantha_vivipara,Echinodermata,7,6,1,26.990476190476194,8.695652173913044e-4,3.441,0.052,0.025281638504613964,modspe,Benthic
191,Cirratulidae,Polychaeta,5,2,3,2.5386952177847473,0.0010718113612004287,2.5,0.25,0.08351482404520347,modspe,Benthic
192,Cladodactyla_crocea,Echinodermata,3,3,0,0,8.396305625524769e-4,2,0,0.07821778067329156,modspe,Benthic
193,Clathria_spp,Porifera,2,1,1,0,9.514747859181732e-4,2,0,0.12077965093495097,modspe,Benthic
194,Clavularia_sp,Coral,6,4,2,6.283333333333333,9.671179883945841e-4,2.25,0.187,0.06990028304035026,modspe,NA
195,Cnemidocarpa_spp,Ascidiacea,12,10,2,3.184523809523809,0.0010615711252653928,2.1,0.09,0.09287631680111644,modspe,Benthic
196,Eggs_Fish,Zooplankton,9,0,9,0,9.416195856873823e-4,1,0,0.03592528707427484,modspe,Pelagic
197,Sabellidae,Polychaeta,8,6,2,193.51130952380956,0.0010718113612004287,2.252,0.317,0.09832213576802844,modcon,Benthic
198,Copepodite,Zooplankton,10,9,1,13.956183650182366,8.51063829787234e-4,2.778,0.395,0.035911093456409506,modspe,Pelagic
199,Coperonus_comptus,Isopoda,2,2,0,0,9.75609756097561e-4,2.5,0.25,0.12679612267720425,modspe,NA
200,Cosmasterias_lurida,Echinodermata,12,12,0,0,8.496176720475786e-4,3.321,0.44,0.011497487227575987,modspe,Benthic
201,Pseudechinus_magellanicus,Echinodermata,9,4,5,100.99588744588745,9.407337723424271e-4,2.5,0.25,0.02109283258707996,modspe,Benthic
202,Schizasteridae,Echinodermata,5,1,4,1.3095238095238093,9.970089730807576e-4,2,0,0.06653405854704554,modspe,Benthic
203,Sterechinus_agassizii,Echinodermata,6,2,4,57.45378787878788,8.968609865470852e-4,3.188,0.009,0.015721747592195155,modspe,Benthic
204,Leptochiton_kerguelensis,Polyplacophora,3,2,1,0.6190476190476191,9.950248756218905e-4,2.5,0.25,0.09372302964071598,modspe,Benthic
205,Leptochiton_medinae,Polyplacophora,3,2,1,0.6190476190476191,9.950248756218905e-4,2.5,0.25,0.09372302964071598,modspe,Benthic
206,Nuttallochiton_hyadesi,Polyplacophora,3,2,1,0.6190476190476191,9.950248756218905e-4,2.5,0.25,0.09372302964071598,modspe,Benthic
207,Nuttallochiton_martiali,Polyplacophora,3,2,1,0.6190476190476191,9.950248756218905e-4,2.5,0.25,0.09372302964071598,modspe,Benthic
208,Agonopsis_chiloensis,Fish_BenPel,4,0,4,0,7.94912559618442e-4,1,0,0.0161990917353065,modspe,Benthopelagic
