ID,Prey,PreyGroup,Predator,PredGroup,PredStrategy,FoodSource,Reference,Reference_link,Observation
972,Paralia_sulcata,Diatoms,Drepanopus_forcipatus,Zooplankton,Suspension-feeder,Primary producer,Antacli_etal_2014,https://doi.org/10.1590/S1679-87592014073406204,
973,Rhizosolenia_crassa,Diatoms,Drepanopus_forcipatus,Zooplankton,Suspension-feeder,Primary producer,Antacli_etal_2014,https://doi.org/10.1590/S1679-87592014073406204,
974,Protoperidinium_sp,Dinoflagellates,Drepanopus_forcipatus,Zooplankton,Suspension-feeder,Primary producer,Antacli_etal_2014,https://doi.org/10.1590/S1679-87592014073406204,
975,Dictyocha_speculum,Silicoflagellates,Drepanopus_forcipatus,Zooplankton,Suspension-feeder,Primary producer,Antacli_etal_2014,https://doi.org/10.1590/S1679-87592014073406204,
2395,Munida_gregaria,Decapoda,Thalassarche_melanophris,SeaBirds,Hunter,Heterotroph,Arata&Xavier_2003,https://doi.org/10.1007/s00300-003-0530-z,
576,Detritus,Non-living,Calanus_spp,Zooplankton,Suspension-feeder,Detritus,Atkinson_1998,https://doi.org/10.1016/S0924-7963(97)00081-X,Aggregated: Calanus_australis and Calanus_simillimus
367,Cumacea *,Zooplankton,Atyloella_magellanica,Amphipoda,Suspension-feeder,Heterotroph,Aumack_etal_2017,https://doi.org/10.1007/s00300-016-2061-4,Inferred from Crustacea
1210,Detritus,Non-living,Halipteris_africana,Cnidaria,Suspension-feeder,Detritus,Baillon_etal_2015,https://doi.org/10.1111/azo.12141,
457,Macruronus_novaezelandiae,Fish_BenPel,Bathyraja_brachyurops,Fish_Chond,Hunter,Heterotroph,Belleggia_etal_2008,https://doi.org/10.3989/scimar.2008.72n4701,
461,Patagonotothen_kreffti,Fish_BenPel,Bathyraja_brachyurops,Fish_Chond,Hunter,Heterotroph,Belleggia_etal_2008,https://doi.org/10.3989/scimar.2008.72n4701,
464,Genypterus_blacodes,Fish_Demersal,Bathyraja_brachyurops,Fish_Chond,Hunter,Heterotroph,Belleggia_etal_2008,https://doi.org/10.3989/scimar.2008.72n4701,
468,Adelomelon_ancilla,Gastropoda,Bathyraja_brachyurops,Fish_Chond,Hunter,Heterotroph,Belleggia_etal_2008,https://doi.org/10.3989/scimar.2008.72n4701,Inferred from Volutidae
469,Argeneuthria_varicosa,Gastropoda,Bathyraja_brachyurops,Fish_Chond,Hunter,Heterotroph,Belleggia_etal_2008,https://doi.org/10.3989/scimar.2008.72n4701,Inferred from Volutidae
471,Odontocymbiola_magellanica,Gastropoda,Bathyraja_brachyurops,Fish_Chond,Hunter,Heterotroph,Belleggia_etal_2008,https://doi.org/10.3989/scimar.2008.72n4701,
473,Aglaophamus_virginis,Polychaeta,Bathyraja_brachyurops,Fish_Chond,Hunter,Heterotroph,Belleggia_etal_2008,https://doi.org/10.3989/scimar.2008.72n4701,Inferred from Nephtyidae
474,Lumbrineriidae,Polychaeta,Bathyraja_brachyurops,Fish_Chond,Hunter,Heterotroph,Belleggia_etal_2008,https://doi.org/10.3989/scimar.2008.72n4701,
475,Maldaniidae,Polychaeta,Bathyraja_brachyurops,Fish_Chond,Hunter,Heterotroph,Belleggia_etal_2008,https://doi.org/10.3989/scimar.2008.72n4701,
476,Nephtys_sp,Polychaeta,Bathyraja_brachyurops,Fish_Chond,Hunter,Heterotroph,Belleggia_etal_2008,https://doi.org/10.3989/scimar.2008.72n4701,Inferred from Nephtyidae
480,Pagurus_comptus,Decapoda,Bathyraja_cousseauae,Fish_Chond,Hunter,Heterotroph,Bellegia_etal_2014,https://www.researchgate.net/publication/273057654_The_diets_of_four_Bathyraja_skates_Elasmobranchii_Arhynchobatidae_from_the_Southwest_Atlantic,Inferred from Pagurus_spp
481,Pagurus_forceps,Decapoda,Bathyraja_cousseauae,Fish_Chond,Hunter,Heterotroph,Bellegia_etal_2014,https://www.researchgate.net/publication/273057654_The_diets_of_four_Bathyraja_skates_Elasmobranchii_Arhynchobatidae_from_the_Southwest_Atlantic,Inferred from Pagurus_spp
482,Neoserolis_exigua,Isopoda,Bathyraja_cousseauae,Fish_Chond,Hunter,Heterotroph,Bellegia_etal_2014,https://www.researchgate.net/publication/273057654_The_diets_of_four_Bathyraja_skates_Elasmobranchii_Arhynchobatidae_from_the_Southwest_Atlantic,Inferred from Serolidae
483,Acanthoserolis_schythei,Isopoda,Bathyraja_cousseauae,Fish_Chond,Hunter,Heterotroph,Bellegia_etal_2014,https://www.researchgate.net/publication/273057654_The_diets_of_four_Bathyraja_skates_Elasmobranchii_Arhynchobatidae_from_the_Southwest_Atlantic,
486,Pagurus_comptus,Decapoda,Bathyraja_griseocauda,Fish_Chond,Hunter,Heterotroph,Bellegia_etal_2014,https://www.researchgate.net/publication/273057654_The_diets_of_four_Bathyraja_skates_Elasmobranchii_Arhynchobatidae_from_the_Southwest_Atlantic,
487,Pagurus_forceps,Decapoda,Bathyraja_griseocauda,Fish_Chond,Hunter,Heterotroph,Bellegia_etal_2014,https://www.researchgate.net/publication/273057654_The_diets_of_four_Bathyraja_skates_Elasmobranchii_Arhynchobatidae_from_the_Southwest_Atlantic,Inferred from Pagurus_spp
488,Libidoclaea_granaria,Decapoda,Bathyraja_griseocauda,Fish_Chond,Hunter,Heterotroph,Bellegia_etal_2014,https://www.researchgate.net/publication/273057654_The_diets_of_four_Bathyraja_skates_Elasmobranchii_Arhynchobatidae_from_the_Southwest_Atlantic,
494,Macruronus_novaezelandiae,Fish_BenPel,Bathyraja_griseocauda,Fish_Chond,Hunter,Heterotroph,Bellegia_etal_2014,https://www.researchgate.net/publication/273057654_The_diets_of_four_Bathyraja_skates_Elasmobranchii_Arhynchobatidae_from_the_Southwest_Atlantic,
502,Genypterus_blacodes,Fish_Demersal,Bathyraja_griseocauda,Fish_Chond,Hunter,Heterotroph,Bellegia_etal_2014,https://www.researchgate.net/publication/273057654_The_diets_of_four_Bathyraja_skates_Elasmobranchii_Arhynchobatidae_from_the_Southwest_Atlantic,
507,Odontocymbiola_magellanica,Gastropoda,Bathyraja_griseocauda,Fish_Chond,Hunter,Heterotroph,Bellegia_etal_2014,https://www.researchgate.net/publication/273057654_The_diets_of_four_Bathyraja_skates_Elasmobranchii_Arhynchobatidae_from_the_Southwest_Atlantic,
510,Neoserolis_exigua,Isopoda,Bathyraja_griseocauda,Fish_Chond,Hunter,Heterotroph,Bellegia_etal_2014,https://www.researchgate.net/publication/273057654_The_diets_of_four_Bathyraja_skates_Elasmobranchii_Arhynchobatidae_from_the_Southwest_Atlantic,Inferred from Serolidae
511,Acanthoserolis_schythei,Isopoda,Bathyraja_griseocauda,Fish_Chond,Hunter,Heterotroph,Bellegia_etal_2014,https://www.researchgate.net/publication/273057654_The_diets_of_four_Bathyraja_skates_Elasmobranchii_Arhynchobatidae_from_the_Southwest_Atlantic,
516,Libidoclaea_granaria,Decapoda,Bathyraja_multispinis,Fish_Chond,Hunter,Heterotroph,Bellegia_etal_2014,https://www.researchgate.net/publication/273057654_The_diets_of_four_Bathyraja_skates_Elasmobranchii_Arhynchobatidae_from_the_Southwest_Atlantic,
517,Thymops_birsteini,Decapoda,Bathyraja_multispinis,Fish_Chond,Hunter,Heterotroph,Bellegia_etal_2014,https://www.researchgate.net/publication/273057654_The_diets_of_four_Bathyraja_skates_Elasmobranchii_Arhynchobatidae_from_the_Southwest_Atlantic,
518,Munida_spinosa,Decapoda,Bathyraja_multispinis,Fish_Chond,Hunter,Heterotroph,Bellegia_etal_2014,https://www.researchgate.net/publication/273057654_The_diets_of_four_Bathyraja_skates_Elasmobranchii_Arhynchobatidae_from_the_Southwest_Atlantic,
519,Pagurus_comptus,Decapoda,Bathyraja_multispinis,Fish_Chond,Hunter,Heterotroph,Bellegia_etal_2014,https://www.researchgate.net/publication/273057654_The_diets_of_four_Bathyraja_skates_Elasmobranchii_Arhynchobatidae_from_the_Southwest_Atlantic,
520,Neoserolis_exigua,Isopoda,Bathyraja_multispinis,Fish_Chond,Hunter,Heterotroph,Bellegia_etal_2014,https://www.researchgate.net/publication/273057654_The_diets_of_four_Bathyraja_skates_Elasmobranchii_Arhynchobatidae_from_the_Southwest_Atlantic,Inferred from Serolidae
521,Acanthoserolis_schythei,Isopoda,Bathyraja_multispinis,Fish_Chond,Hunter,Heterotroph,Bellegia_etal_2014,https://www.researchgate.net/publication/273057654_The_diets_of_four_Bathyraja_skates_Elasmobranchii_Arhynchobatidae_from_the_Southwest_Atlantic,
522,Nicolea_chilensis,Polychaeta,Bathyraja_multispinis,Fish_Chond,Hunter,Heterotroph,Bellegia_etal_2014,https://www.researchgate.net/publication/273057654_The_diets_of_four_Bathyraja_skates_Elasmobranchii_Arhynchobatidae_from_the_Southwest_Atlantic,Inferred from Terebellidae
523,Pista_spp,Polychaeta,Bathyraja_multispinis,Fish_Chond,Hunter,Heterotroph,Bellegia_etal_2014,https://www.researchgate.net/publication/273057654_The_diets_of_four_Bathyraja_skates_Elasmobranchii_Arhynchobatidae_from_the_Southwest_Atlantic,Inferred from Terebellidae
524,Terebellides_malvinensis,Polychaeta,Bathyraja_multispinis,Fish_Chond,Hunter,Heterotroph,Bellegia_etal_2014,https://www.researchgate.net/publication/273057654_The_diets_of_four_Bathyraja_skates_Elasmobranchii_Arhynchobatidae_from_the_Southwest_Atlantic,Inferred from Terebellidae
525,Thelepus_sp,Polychaeta,Bathyraja_multispinis,Fish_Chond,Hunter,Heterotroph,Bellegia_etal_2014,https://www.researchgate.net/publication/273057654_The_diets_of_four_Bathyraja_skates_Elasmobranchii_Arhynchobatidae_from_the_Southwest_Atlantic,Inferred from Terebellidae
526,Themisto_gaudichaudii,Amphipoda,Bathyraja_scaphiops,Fish_Chond,Hunter,Heterotroph,Bellegia_etal_2014,https://www.researchgate.net/publication/273057654_The_diets_of_four_Bathyraja_skates_Elasmobranchii_Arhynchobatidae_from_the_Southwest_Atlantic,
527,Patagonotothen_cornucola,Fish_BenPel,Bathyraja_scaphiops,Fish_Chond,Hunter,Heterotroph,Bellegia_etal_2014,https://www.researchgate.net/publication/273057654_The_diets_of_four_Bathyraja_skates_Elasmobranchii_Arhynchobatidae_from_the_Southwest_Atlantic,Inferred from Patagonotothen_spp
528,Patagonotothen_elegans,Fish_BenPel,Bathyraja_scaphiops,Fish_Chond,Hunter,Heterotroph,Bellegia_etal_2014,https://www.researchgate.net/publication/273057654_The_diets_of_four_Bathyraja_skates_Elasmobranchii_Arhynchobatidae_from_the_Southwest_Atlantic,Inferred from Patagonotothen_spp
529,Patagonotothen_guntheri,Fish_BenPel,Bathyraja_scaphiops,Fish_Chond,Hunter,Heterotroph,Bellegia_etal_2014,https://www.researchgate.net/publication/273057654_The_diets_of_four_Bathyraja_skates_Elasmobranchii_Arhynchobatidae_from_the_Southwest_Atlantic,Inferred from Patagonotothen_spp
530,Patagonotothen_ramsayi,Fish_BenPel,Bathyraja_scaphiops,Fish_Chond,Hunter,Heterotroph,Bellegia_etal_2014,https://www.researchgate.net/publication/273057654_The_diets_of_four_Bathyraja_skates_Elasmobranchii_Arhynchobatidae_from_the_Southwest_Atlantic,Inferred from Patagonotothen_spp
531,Patagonotothen_kreffti,Fish_BenPel,Bathyraja_scaphiops,Fish_Chond,Hunter,Heterotroph,Bellegia_etal_2014,https://www.researchgate.net/publication/273057654_The_diets_of_four_Bathyraja_skates_Elasmobranchii_Arhynchobatidae_from_the_Southwest_Atlantic,Inferred from Patagonotothen_spp
532,Neoserolis_exigua,Isopoda,Bathyraja_scaphiops,Fish_Chond,Hunter,Heterotroph,Bellegia_etal_2014,https://www.researchgate.net/publication/273057654_The_diets_of_four_Bathyraja_skates_Elasmobranchii_Arhynchobatidae_from_the_Southwest_Atlantic,Inferred from Serolidae
533,Acanthoserolis_schythei,Isopoda,Bathyraja_scaphiops,Fish_Chond,Hunter,Heterotroph,Bellegia_etal_2014,https://www.researchgate.net/publication/273057654_The_diets_of_four_Bathyraja_skates_Elasmobranchii_Arhynchobatidae_from_the_Southwest_Atlantic,Inferred from Serolidae
143,Necromass,Non-living,Andaniotes_linearis,Amphipoda,Suspension-feeder,Heterotroph,Berge&Vader_2001,https://doi.org/10.1111/j.1096-3642.2001.tb00638.x,
840,Bacteria,Bacteria,Cyrtostrombidium_sp,Ciliates,Suspension-feeder,Bacteria,Bernard&Rassoulzadegan_1990,https://www.int-res.com/articles/meps/64/m064p147.pdf,Inferred from Ciliates
1279,Bacteria,Bacteria,Laboea_strobila,Ciliates,Suspension-feeder,Bacteria,Bernard&Rassoulzadegan_1990,https://www.int-res.com/articles/meps/64/m064p147.pdf,Inferred from Ciliates
1406,Bacteria,Bacteria,Lohmanniella_sp,Ciliates,Suspension-feeder,Bacteria,Bernard&Rassoulzadegan_1990,https://www.int-res.com/articles/meps/64/m064p147.pdf,Inferred from Ciliates
2314,Bacteria,Bacteria,Strombidinopsis_sp,Ciliates,Suspension-feeder,Bacteria,Bernard&Rassoulzadegan_1990,https://www.int-res.com/articles/meps/64/m064p147.pdf,Inferred from Ciliates
2315,Bacteria,Bacteria,Strombidium_spp,Ciliates,Suspension-feeder,Bacteria,Bernard&Rassoulzadegan_1990,https://www.int-res.com/articles/meps/64/m064p147.pdf,Inferred from Ciliates
2093,Macrouridae *,Fish_BenPel,Procellaria_aequinoctialis,SeaBirds,Hunter,Heterotroph,Berrow&Croxall_1999,https://doi.org/10.1017/S0954102099000371,Tbc
2098,Euphausia_spp,Zooplankton,Procellaria_aequinoctialis,SeaBirds,Hunter,Heterotroph,Berrow&Croxall_1999,https://doi.org/10.1017/S0954102099000371,
596,Diatoms_benthic,Diatoms,Campylaspis_bacescui,Cumacea,Suspension-feeder,Primary producer,Blazewicz-Paszkowycz&Ligowski_2002,https://doi.org/10.1017/S0954102002000524,Taken from Campylaspis_maculata; * need to be more specific (which Bacillariophyceae?)
597,Diatoms_centric,Diatoms,Campylaspis_bacescui,Cumacea,Suspension-feeder,Primary producer,Blazewicz-Paszkowycz&Ligowski_2002,https://doi.org/10.1017/S0954102002000524,Taken from Campylaspis_maculata; * need to be more specific (which Bacillariophyceae?)
598,Diatoms_pennate,Diatoms,Campylaspis_bacescui,Cumacea,Suspension-feeder,Primary producer,Blazewicz-Paszkowycz&Ligowski_2002,https://doi.org/10.1017/S0954102002000524,Taken from Campylaspis_maculata; * need to be more specific (which Bacillariophyceae?)
599,Necromass,Non-living,Campylaspis_bacescui,Cumacea,Scavenger,Necromass,Blazewicz-Paszkowycz&Ligowski_2002,https://doi.org/10.1017/S0954102002000524,Inferred from Campylaspis_maculata
600,Polychaeta *,Polychaeta,Campylaspis_bacescui,Cumacea,Hunter,Heterotroph,Blazewicz-Paszkowycz&Ligowski_2002,https://doi.org/10.1017/S0954102002000524,Taken from Campylaspis_maculata; * need to be more specific (which Polychaeta?)
601,Polychaeta *,Polychaeta,Campylaspis_bacescui,Cumacea,Hunter,Heterotroph,Blazewicz-Paszkowycz&Ligowski_2002,https://doi.org/10.1017/S0954102002000524,Small infaunal polychaeta (< 5 mm); ask S. Callá
602,Calanus_spp,Zooplankton,Campylaspis_bacescui,Cumacea,Hunter,Heterotroph,Blazewicz-Paszkowycz&Ligowski_2002,https://doi.org/10.1017/S0954102002000524,Aggregated: Calanus_australis and Calanus_simillimus
603,Clausocalanus_spp,Zooplankton,Campylaspis_bacescui,Cumacea,Hunter,Heterotroph,Blazewicz-Paszkowycz&Ligowski_2002,https://doi.org/10.1017/S0954102002000524,Aggregated: Clausocalanus_brevipes and Clausocalanus_laticeps
604,Ctenocalanus_vanus,Zooplankton,Campylaspis_bacescui,Cumacea,Hunter,Heterotroph,Blazewicz-Paszkowycz&Ligowski_2002,https://doi.org/10.1017/S0954102002000524,Inferred from Campylaspis_maculata and Calanoida
605,Drepanopus_forcipatus,Zooplankton,Campylaspis_bacescui,Cumacea,Hunter,Heterotroph,Blazewicz-Paszkowycz&Ligowski_2002,https://doi.org/10.1017/S0954102002000524,Inferred from Campylaspis_maculata and Calanoida
606,Neocalanus_tonsus,Zooplankton,Campylaspis_bacescui,Cumacea,Hunter,Heterotroph,Blazewicz-Paszkowycz&Ligowski_2002,https://doi.org/10.1017/S0954102002000524,Inferred from Campylaspis_maculata and Calanoida
607,Diatoms_benthic,Diatoms,Campylaspis_frigida,Cumacea,Suspension-feeder,Primary producer,Blazewicz-Paszkowycz&Ligowski_2002,https://doi.org/10.1017/S0954102002000524,Taken from Campylaspis_maculata; * need to be more specific (which Bacillariophyceae?)
608,Diatoms_centric,Diatoms,Campylaspis_frigida,Cumacea,Suspension-feeder,Primary producer,Blazewicz-Paszkowycz&Ligowski_2002,https://doi.org/10.1017/S0954102002000524,Taken from Campylaspis_maculata; * need to be more specific (which Bacillariophyceae?)
609,Diatoms_pennate,Diatoms,Campylaspis_frigida,Cumacea,Suspension-feeder,Primary producer,Blazewicz-Paszkowycz&Ligowski_2002,https://doi.org/10.1017/S0954102002000524,Taken from Campylaspis_maculata; * need to be more specific (which Bacillariophyceae?)
610,Necromass,Non-living,Campylaspis_frigida,Cumacea,Scavenger,Necromass,Blazewicz-Paszkowycz&Ligowski_2002,https://doi.org/10.1017/S0954102002000524,Taken from Campylaspis_maculata
611,Polychaeta *,Polychaeta,Campylaspis_frigida,Cumacea,Hunter,Heterotroph,Blazewicz-Paszkowycz&Ligowski_2002,https://doi.org/10.1017/S0954102002000524,Taken from Campylaspis_maculata; * need to be more specific (which Polychaeta?)
612,Polychaeta *,Polychaeta,Campylaspis_frigida,Cumacea,Hunter,Heterotroph,Blazewicz-Paszkowycz&Ligowski_2002,https://doi.org/10.1017/S0954102002000524,Small infaunal polychaeta (< 5 mm); ask S. Callá
613,Calanus_spp,Zooplankton,Campylaspis_frigida,Cumacea,Hunter,Heterotroph,Blazewicz-Paszkowycz&Ligowski_2002,https://doi.org/10.1017/S0954102002000524,Aggregated: Calanus_australis and Calanus_simillimus
614,Clausocalanus_spp,Zooplankton,Campylaspis_frigida,Cumacea,Hunter,Heterotroph,Blazewicz-Paszkowycz&Ligowski_2002,https://doi.org/10.1017/S0954102002000524,Aggregated: Clausocalanus_brevipes and Clausocalanus_laticeps
615,Ctenocalanus_vanus,Zooplankton,Campylaspis_frigida,Cumacea,Hunter,Heterotroph,Blazewicz-Paszkowycz&Ligowski_2002,https://doi.org/10.1017/S0954102002000524,Inferred from Campylaspis_maculata and Calanoida
616,Drepanopus_forcipatus,Zooplankton,Campylaspis_frigida,Cumacea,Hunter,Heterotroph,Blazewicz-Paszkowycz&Ligowski_2002,https://doi.org/10.1017/S0954102002000524,Inferred from Campylaspis_maculata and Calanoida
617,Neocalanus_tonsus,Zooplankton,Campylaspis_frigida,Cumacea,Hunter,Heterotroph,Blazewicz-Paszkowycz&Ligowski_2002,https://doi.org/10.1017/S0954102002000524,Inferred from Campylaspis_maculata and Calanoida
881,Diatoms_benthic,Diatoms,Diastylis_granulata,Cumacea,Suspension-feeder,Primary producer,Blazewicz-Paszkowycz&Ligowski_2002,https://doi.org/10.1017/S0954102002000524,Inferred from Diastylis_mawsoni
882,Diatoms_centric,Diatoms,Diastylis_granulata,Cumacea,Suspension-feeder,Primary producer,Blazewicz-Paszkowycz&Ligowski_2002,https://doi.org/10.1017/S0954102002000524,Inferred from Diastylis_mawsoni
883,Diatoms_pennate,Diatoms,Diastylis_granulata,Cumacea,Suspension-feeder,Primary producer,Blazewicz-Paszkowycz&Ligowski_2002,https://doi.org/10.1017/S0954102002000524,Inferred from Diastylis_mawsoni
884,Detritus,Non-living,Diastylis_granulata,Cumacea,Deposit-feeder,Detritus,Blazewicz-Paszkowycz&Ligowski_2002,https://doi.org/10.1017/S0954102002000524,Inferred from Diastylis_mawsoni
885,Diatoms_benthic,Diatoms,Diastylis_hammoniae,Cumacea,Suspension-feeder,Primary producer,Blazewicz-Paszkowycz&Ligowski_2002,https://doi.org/10.1017/S0954102002000524,Inferred from Diastylis_mawsoni
886,Diatoms_centric,Diatoms,Diastylis_hammoniae,Cumacea,Suspension-feeder,Primary producer,Blazewicz-Paszkowycz&Ligowski_2002,https://doi.org/10.1017/S0954102002000524,Inferred from Diastylis_mawsoni
887,Diatoms_pennate,Diatoms,Diastylis_hammoniae,Cumacea,Suspension-feeder,Primary producer,Blazewicz-Paszkowycz&Ligowski_2002,https://doi.org/10.1017/S0954102002000524,Inferred from Diastylis_mawsoni
888,Detritus,Non-living,Diastylis_hammoniae,Cumacea,Deposit-feeder,Detritus,Blazewicz-Paszkowycz&Ligowski_2002,https://doi.org/10.1017/S0954102002000524,Inferred from Diastylis_mawsoni
889,Diatoms_benthic,Diatoms,Diastylis_planifrons,Cumacea,Suspension-feeder,Primary producer,Blazewicz-Paszkowycz&Ligowski_2002,https://doi.org/10.1017/S0954102002000524,Inferred from Diastylis_mawsoni
890,Diatoms_centric,Diatoms,Diastylis_planifrons,Cumacea,Suspension-feeder,Primary producer,Blazewicz-Paszkowycz&Ligowski_2002,https://doi.org/10.1017/S0954102002000524,Inferred from Diastylis_mawsoni
891,Diatoms_pennate,Diatoms,Diastylis_planifrons,Cumacea,Suspension-feeder,Primary producer,Blazewicz-Paszkowycz&Ligowski_2002,https://doi.org/10.1017/S0954102002000524,Inferred from Diastylis_mawsoni
892,Detritus,Non-living,Diastylis_planifrons,Cumacea,Deposit-feeder,Detritus,Blazewicz-Paszkowycz&Ligowski_2002,https://doi.org/10.1017/S0954102002000524,Inferred from Diastylis_mawsoni
981,Detritus,Non-living,Ekleptostylis_heardi,Cumacea,Suspension-feeder,Detritus,Blazewicz-Paszkowycz&Ligowski_2002,https://doi.org/10.1017/S0954102002000524,Inferred from Ekleptostylis_debroyeri
982,Detritus,Non-living,Ekleptostylis_vemae,Cumacea,Suspension-feeder,Detritus,Blazewicz-Paszkowycz&Ligowski_2002,https://doi.org/10.1017/S0954102002000524,Inferred from Ekleptostylis_debroyeri
1032,Diatoms_benthic,Diatoms,Eudorella_sp,Cumacea,Suspension-feeder,Primary producer,Blazewicz-Paszkowycz&Ligowski_2002,https://doi.org/10.1017/S0954102002000524,Taken from Eudorella_splendida
1033,Diatoms_centric,Diatoms,Eudorella_sp,Cumacea,Suspension-feeder,Primary producer,Blazewicz-Paszkowycz&Ligowski_2002,https://doi.org/10.1017/S0954102002000524,Taken from Eudorella_splendida
1034,Diatoms_pennate,Diatoms,Eudorella_sp,Cumacea,Suspension-feeder,Primary producer,Blazewicz-Paszkowycz&Ligowski_2002,https://doi.org/10.1017/S0954102002000524,Taken from Eudorella_splendida
1035,Detritus,Non-living,Eudorella_sp,Cumacea,Deposit-feeder,Detritus,Blazewicz-Paszkowycz&Ligowski_2002,https://doi.org/10.1017/S0954102002000524,Awaiting Roccatagliata check
1250,Detritus,Non-living,Holostylis_uniramosa,Cumacea,Deposit-feeder,Detritus,Blazewicz-Paszkowycz&Ligowski_2002,https://doi.org/10.1017/S0954102002000524,Inferred from Ekleptostylis_debroyeri
862,Themisto_gaudichaudii,Amphipoda,Daption_capense,SeaBirds,Hunter,Heterotroph,Bocher_etal_2001,https://doi.org/10.3354/meps223261,
1036,Themisto_gaudichaudii,Amphipoda,Eudyptes_chrysocome,SeaBirds,Hunter,Heterotroph,Bocher_etal_2001,https://doi.org/10.3354/meps223261,
1631,Themisto_gaudichaudii,Amphipoda,Oceanites_sp,SeaBirds,Hunter,Heterotroph,Bocher_etal_2001,https://doi.org/10.3354/meps223261,
1990,Themisto_gaudichaudii,Amphipoda,Pelecanoides_sp,SeaBirds,Hunter,Heterotroph,Bocher_etal_2001,https://doi.org/10.3354/meps223261,
2089,Themisto_gaudichaudii,Amphipoda,Procellaria_aequinoctialis,SeaBirds,Hunter,Heterotroph,Bocher_etal_2001,https://doi.org/10.3354/meps223261,
34,Zygochlamys_patagonica,Bivalvia,Adelomelon_ancilla,Gastropoda,Hunter,Heterotroph,Botto_etal_2006,https://doi.org/10.1016/j.fishres.2006.06.001,
35,Fusitriton_magellanicus,Gastropoda,Adelomelon_ancilla,Gastropoda,Hunter,Heterotroph,Botto_etal_2006,https://doi.org/10.1016/j.fishres.2006.06.001,
47,Diatoms_benthic,Diatoms,Alcyonium_antarcticum,Cnidaria,Suspension-feeder,Primary producer,Botto_etal_2006,https://doi.org/10.1016/j.fishres.2006.06.001,Inferred from Bacillariophyceae
48,Diatoms_centric,Diatoms,Alcyonium_antarcticum,Cnidaria,Suspension-feeder,Primary producer,Botto_etal_2006,https://doi.org/10.1016/j.fishres.2006.06.001,Inferred from Bacillariophyceae
49,Diatoms_pennate,Diatoms,Alcyonium_antarcticum,Cnidaria,Suspension-feeder,Primary producer,Botto_etal_2006,https://doi.org/10.1016/j.fishres.2006.06.001,Inferred from Bacillariophyceae
50,Phytoplankton *,Phytoplankton,Alcyonium_antarcticum,Cnidaria,Suspension-feeder,Primary producer,Botto_etal_2006,https://doi.org/10.1016/j.fishres.2006.06.001,
832,Zygochlamys_patagonica,Bivalvia,Ctenodiscus_australis,Echinodermata,Hunter,Heterotroph,Botto_etal_2006,https://doi.org/10.1016/j.fishres.2006.06.001,
923,Ctenodiscus_australis,Echinodermata,Diplopteraster_clarki,Echinodermata,Hunter,Heterotroph,Botto_etal_2006,https://doi.org/10.1016/j.fishres.2006.06.001,
924,Adelomelon_ancilla,Gastropoda,Diplopteraster_clarki,Echinodermata,Hunter,Heterotroph,Botto_etal_2006,https://doi.org/10.1016/j.fishres.2006.06.001,
